src_ip,dst_ip,src_port,dst_port,protocol,ja4,ja4s,ja4h,ja4ssh,ja4x,ja4l_c,ja4l_s,ja4t,ja4ts,ja4d,ja4_version,ja4_sni,ja4_cipher_count,ja4_extension_count,ja4_alpn,ja4_cipher_hash,ja4_extension_hash,ja4s_version,ja4s_ext_count,ja4s_alpn,ja4s_cipher,ja4s_ext_hash,ja4h_method,ja4h_version,ja4h_cookie,ja4h_referer,ja4h_header_count,ja4h_lang,ja4h_header_hash,ja4h_cookie_name_hash,ja4h_cookie_value_hash,ja4l_latency_c,ja4l_ttl_c,ja4l_app_latency_c,ja4l_latency_s,ja4l_ttl_s,ja4l_app_latency_s,ja4t_window_size,ja4t_tcp_options,ja4t_mss,ja4t_window_scale,ja4ts_window_size,ja4ts_tcp_options,ja4ts_mss,ja4ts_window_scale,ja4d_type,ja4d_size,ja4d_ip,ja4d_fqdn,ja4d_options,ja4d_request_list,flow_duration,total_fwd_packets,total_bwd_packets,total_packets,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_bytes_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,fwd_urg_flags,fwd_psh_ack_count,bwd_psh_flags,bwd_urg_flags,bwd_psh_ack_count,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,fwd_header_len,bwd_header_len,fwd_header_len_mean,bwd_header_len_mean,fwd_payload_bytes,bwd_payload_bytes,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,down_up_ratio,avg_pkt_size,avg_fwd_segment_size,avg_bwd_segment_size,init_fwd_win_bytes,init_bwd_win_bytes,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,is_known_doh_server,uses_port_443,uses_port_853,has_tls,has_http,response_time_mean,response_time_std,response_time_max,response_time_min,pkt_len_variance,pkt_len_median,pkt_len_mode,pkt_len_skew_from_median,pkt_len_cov,pkt_time_variance,pkt_time_median,pkt_time_mode,pkt_time_skew_from_median,Label,Mitre_Tactics,Mitre_Techniques,Resolved_Attack_IDs,Resolved_Attack_Labels,Resolved_Label_Count
192.168.100.7,2.16.241.201,49767,443,TCP,,t120300_1302_0ee26285a86f,,,,109_128_346,16439_53_0000,64240_2-1-3-1-1-4_1460_8,64240_2-1-1-4-1-3_1131_7,,0,i,0,0,00,000000000000,000000000000,12,3,00,1302,0ee26285a86f,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,109,128,346,16439,53,0,64240,2-1-3-1-1-4,1460,8,64240,2-1-1-4-1-3,1131,7,0,0,n,n,0,0,0.4493169784545898,8,7,15,1185.0,54.0,328.625,451.5293283663864,357.0,54.0,140.14285714285714,125.51656529424834,8034.417066580635,33.38400443177549,0.0320940698896135,0.0856684345025791,0.3368818759918213,1.5974044799804688e-05,0.4491851329803467,0.0641693047114781,0.112991413302279,0.3368818759918213,1.5974044799804688e-05,0.4328780174255371,0.0721463362375895,0.1489693862009291,0.405034065246582,0.0002329349517822,2,0,2,3,0,3,2,2,1,5,14,0,0,0,332,292,21.5,21.714285714285715,2185,591,1185.0,54.0,240.66666666666663,353.4533758346197,124929.28888888891,0.875,240.66666666666663,328.625,140.14285714285714,64240,64240,0.0320940698896135,0.0856684345025791,0.3368818759918213,1.5974044799804688e-05,0,0,0,0,0,1,0,1,0,0.0101237773895263,0.0061799599145773,0.0164389610290527,0.0001318454742431,124929.28888888891,66.0,54.0,1.9181970905803087,1.468642835877921,0.0073390806701226,0.0031909942626953,1.5974044799804688e-05,3.1864478947706822,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
142.250.184.202,192.168.100.7,443,49768,TCP,,,,,,15143_128_10597,9696_122_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-1-4-1-3_1131_8,,0,i,0,0,00,000000000000,000000000000,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,15143,128,10597,9696,122,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-1-4-1-3,1131,8,0,0,n,n,0,0,0.332366943359375,16,16,32,1185.0,54.0,449.3125,484.9678750636479,1185.0,54.0,212.5,305.68734026779714,31859.365714810392,96.27912955651456,0.0107215143019153,0.0369687353645186,0.2086799144744873,2.002716064453125e-05,0.3225910663604736,0.0215060710906982,0.0545441821051391,0.2221090793609619,2.9087066650390625e-05,0.332366943359375,0.0221577962239583,0.0579821644590062,0.2362239360809326,2.002716064453125e-05,8,0,8,7,0,7,2,2,0,15,31,0,0,0,652,652,20.75,20.75,6313,2524,1185.0,54.0,330.90625,422.3024212113133,178339.3349609375,1.0,330.90625,449.3125,212.5,65535,64240,0.0107215143019153,0.0369687353645186,0.2086799144744873,2.002716064453125e-05,0,0,0,0,0,1,0,0,0,0.0348636309305826,0.0777330215646713,0.2086799144744873,3.504753112792969e-05,178339.3349609375,85.0,54.0,1.2477635561369953,1.2761995919125533,0.0013666873944518,0.0001571178436279,2.002716064453125e-05,4.942415483646977,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
104.21.48.1,192.168.100.7,443,49769,TCP,,,,,,15939_128_3193,19021_57_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-1-4-1-3_1131_13,,0,i,0,0,00,000000000000,000000000000,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,15939,128,3193,19021,57,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-1-4-1-3,1131,13,0,0,n,n,0,0,0.3148548603057861,58,54,112,1185.0,54.0,923.8793103448276,416.4754029904721,1185.0,54.0,110.57407407407408,196.26914644529555,189153.8213580676,355.7194571848944,0.0028365302730251,0.0189441003120973,0.1962819099426269,1.1920928955078125e-06,0.2957408428192138,0.0051884358389335,0.0280501751350289,0.2110548019409179,2.5033950805664062e-05,0.3148548603057861,0.0059406577416186,0.0271342195789047,0.1962819099426269,1.0967254638671877e-05,14,0,14,5,0,5,2,2,0,19,111,0,0,0,2332,2652,20.20689655172414,29.11111111111111,50441,2563,1185.0,54.0,531.75,523.0215698228898,273551.5625,0.9310344827586208,531.75,923.8793103448276,110.57407407407408,65535,64240,0.0028365302730251,0.0189441003120973,0.1962819099426269,1.1920928955078125e-06,0,0,0,0,0,1,0,0,0,5.536609225802952e-05,7.109042635607684e-05,0.0003378391265869,1.1920928955078125e-06,273551.5625,132.0,66.0,0.3572993517236671,0.9835854627604884,0.0003588789366348,4.291534423828125e-05,2.5033950805664062e-05,9.634155981615685,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
104.18.94.41,192.168.100.7,443,49771,TCP,,,,,,9292_128_902,13830_57_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-1-4-1-3_1131_13,,0,i,0,0,00,000000000000,000000000000,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,9292,128,902,13830,57,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-1-4-1-3,1131,13,0,0,n,n,0,0,2.935311079025269,65,115,180,1185.0,54.0,521.4153846153846,496.66679411724135,1185.0,54.0,810.9565217391304,514.8375749150634,43318.06632304999,61.322290944295,0.0163983859163422,0.1987420036026923,2.666357040405273,0.0,2.921329975128174,0.0456457808613777,0.3331662929840271,2.6886770725250244,2.193450927734375e-05,2.935311079025269,0.0257483427984672,0.2486486378185348,2.666357040405273,4.0531158447265625e-06,24,0,24,11,0,11,0,2,0,35,179,0,0,0,2612,4912,20.184615384615384,22.713043478260868,30370,86738,1185.0,54.0,706.4,527.0312303628484,277761.91777777777,1.7692307692307692,706.4,521.4153846153846,810.9565217391304,65535,64240,0.0163983859163422,0.1987420036026923,2.666357040405273,0.0,0,0,0,0,0,1,0,0,0,0.000126990404996,0.0002186453482942,0.0007932186126708,0.0,277761.91777777777,1185.0,1185.0,-0.2829553571774627,0.746080450683534,0.0394983839960125,2.789497375488281e-05,5.960464477539063e-06,13.242880277254018,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
104.21.48.1,192.168.100.7,443,49774,TCP,,,,,,7906_128_4002,7698_57_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-1-4-1-3_1131_13,,0,i,0,0,00,000000000000,000000000000,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,7906,128,4002,7698,57,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-1-4-1-3,1131,13,0,0,n,n,0,0,0.4668178558349609,33,31,64,1185.0,54.0,331.6969696969697,408.791603190797,1185.0,54.0,603.9032258064516,527.3484711171486,63551.55362884938,137.09844043032192,0.0074098072354755,0.0277305268609641,0.2084510326385498,6.9141387939453125e-06,0.4054150581359863,0.0126692205667495,0.0376469463617693,0.2086250782012939,2.193450927734375e-05,0.4668178558349609,0.0155605951944986,0.0480084923228393,0.2621560096740722,6.9141387939453125e-06,12,0,12,9,0,9,0,2,0,21,63,0,0,0,1332,1264,20.363636363636363,20.774193548387096,9152,17023,1185.0,54.0,463.546875,489.25996188400126,239375.3103027344,0.9393939393939394,463.546875,331.6969696969697,603.9032258064516,65535,64240,0.0074098072354755,0.0277305268609641,0.2084510326385498,6.9141387939453125e-06,0,0,0,0,0,1,0,0,0,0.0061066150665283,0.0168287375410608,0.0537049770355224,2.7179718017578125e-05,239375.3103027344,132.0,54.0,0.6288600752400771,1.0554703057463202,0.0007689821199866,8.511543273925781e-05,1.0013580322265623e-05,6.196553697366503,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
192.168.100.7,198.251.89.30,49776,443,TCP,,t120200_1301_234ea6891581,,,,251_128_1294,78842_56_0000,64240_2-1-3-1-1-4_1460_8,25200_2-1-1-4-1-3_1131_7,,0,i,0,0,00,000000000000,000000000000,12,2,00,1301,234ea6891581,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,251,128,1294,78842,56,0,64240,2-1-3-1-1-4,1460,8,25200,2-1-1-4-1-3,1131,7,0,0,n,n,0,0,0.7616550922393799,11,11,22,1185.0,54.0,300.27272727272725,358.9299984699703,1185.0,54.0,463.09090909090907,478.8690188246496,11024.675191642931,28.88446519187144,0.0362692901066371,0.0607943873461191,0.2453551292419433,1.5974044799804688e-05,0.7616550922393799,0.0761655092239379,0.1091643254470439,0.3714339733123779,1.5974044799804688e-05,0.6344640254974365,0.0634464025497436,0.0762474017191642,0.2453551292419433,2.2172927856445312e-05,6,0,6,4,0,4,0,2,0,10,21,0,0,0,452,452,21.09090909090909,21.09090909090909,2697,4488,1185.0,54.0,381.6818181818182,430.92990216334766,185700.5805785124,1.0,381.6818181818182,300.27272727272725,463.09090909090907,64240,25200,0.0362692901066371,0.0607943873461191,0.2453551292419433,1.5974044799804688e-05,0,0,0,0,0,1,0,1,0,0.0909202098846435,0.0163597923132707,0.1220359802246093,0.0779240131378173,185700.5805785124,121.5,54.0,0.9891318692107248,1.1290291589369594,0.0036959575327899,0.0012941360473632,1.5974044799804688e-05,2.031333146335987,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
192.168.100.7,198.251.89.30,49777,443,TCP,,t120200_1301_234ea6891581,,,,374_128_524,78536_56_0000,64240_2-1-3-1-1-4_1460_8,25200_2-1-1-4-1-3_1131_7,,0,i,0,0,00,000000000000,000000000000,12,2,00,1301,234ea6891581,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,374,128,524,78536,56,0,64240,2-1-3-1-1-4,1460,8,25200,2-1-1-4-1-3,1131,7,0,0,n,n,0,0,0.2548580169677734,8,8,16,1185.0,54.0,282.75,395.7457359214373,1185.0,54.0,458.5,462.64511237016217,23267.85741548732,62.78005373487304,0.0169905344645182,0.033231969340836,0.0929951667785644,1.5974044799804688e-05,0.2548580169677734,0.0364082881382533,0.0412318152904941,0.093142032623291,2.5033950805664062e-05,0.1762878894805908,0.0251839842115129,0.0397416939300248,0.0963342189788818,1.5974044799804688e-05,2,0,2,2,0,2,2,2,1,4,15,0,0,0,332,332,21.5,21.5,1818,3224,1185.0,54.0,370.625,439.3741109521589,193049.609375,1.0,370.625,282.75,458.5,64240,25200,0.0169905344645182,0.033231969340836,0.0929951667785644,1.5974044799804688e-05,0,0,0,0,0,1,0,1,0,0.083147128423055,0.0069683004269075,0.0929951667785644,0.0779101848602294,193049.609375,66.0,54.0,1.004418437029973,1.185495071709029,0.0011043637862702,0.0003740787506103,1.5974044799804688e-05,1.5324812605126847,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
188.114.97.3,192.168.100.7,443,49779,TCP,,,,,,7989_128_4514,13956_57_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-1-4-1-3_1131_13,,0,i,0,0,00,000000000000,000000000000,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,7989,128,4514,13956,57,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-1-4-1-3,1131,13,0,0,n,n,0,0,0.041888952255249,8,8,16,1185.0,54.0,542.25,520.5652576766913,1185.0,54.0,279.5,392.588843448206,156938.7546372976,381.9622869176698,0.0027925968170166,0.0045350569197429,0.013956069946289,4.0531158447265625e-06,0.0279328823089599,0.0039904117584228,0.0051001250244473,0.014449119567871,2.408027648925781e-05,0.0411760807037353,0.0058822972433907,0.0060793423928698,0.0140860080718994,2.09808349609375e-05,2,0,2,2,0,2,2,2,1,4,15,0,0,0,332,332,21.5,21.5,3894,1792,1185.0,54.0,410.875,479.3917858860329,229816.484375,1.0,410.875,542.25,279.5,65535,64240,0.0027925968170166,0.0045350569197429,0.013956069946289,4.0531158447265625e-06,0,0,0,0,0,1,0,0,0,0.0005934834480285,0.0008252593912427,0.0020210742950439,5.3882598876953125e-05,229816.484375,66.0,54.0,0.8103229418079724,1.166758225460378,2.0566741265308035e-05,0.000169038772583,4.0531158447265625e-06,1.556473456718451,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
188.114.97.3,192.168.100.7,443,49780,TCP,t02i000000_e3b0c44298fc_000000000000,,,,,7426_128_3813,13127_57_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-1-4-1-3_1131_13,,2,i,0,0,00,e3b0c44298fc,000000000000,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,7426,128,3813,13127,57,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-1-4-1-3,1131,13,0,0,n,n,0,0,16.602547883987427,838,383,1221,1185.0,54.0,990.7458233890214,381.0653087373984,1185.0,54.0,101.74934725848564,174.6137994222109,52354.31369171519,73.54292898487054,0.013608645806547,0.2518602521924748,8.625724077224731,0.0,16.58902096748352,0.0198196188380926,0.3049727340438277,8.645581007003784,1.5020370483398438e-05,16.602547883987427,0.0434621672355691,0.4498703249517436,8.625724077224731,5.0067901611328125e-06,188,0,188,42,0,42,0,2,0,230,1220,0,0,0,33544,17280,20.028639618138424,25.11749347258485,784969,16328,1185.0,54.0,711.8877968877969,528.5522340024098,279367.4640689382,0.4570405727923627,711.8877968877969,990.7458233890214,101.74934725848564,65535,64240,0.013608645806547,0.2518602521924748,8.625724077224731,0.0,0,0,0,0,0,1,0,1,0,0.0014172975094087,0.0108071354847803,0.1425600051879882,9.5367431640625e-07,279367.4640689382,1185.0,1185.0,-0.3058349014731493,0.7424656474139798,0.063433586634457,5.602836608886719e-05,7.605552673339844e-05,32.86910246154021,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
104.18.94.41,192.168.100.7,443,49782,TCP,,,,,,11926_128_3070,10409_57_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-1-4-1-3_1131_13,,0,i,0,0,00,000000000000,000000000000,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,11926,128,3070,10409,57,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-1-4-1-3,1131,13,0,0,n,n,0,0,0.1099348068237304,36,17,53,1185.0,54.0,641.5,462.1231497723908,1185.0,54.0,201.58823529411765,303.0837699816629,241242.9763261765,482.103908045977,0.0021141309004563,0.0052562799602815,0.0232088565826416,1.0967254638671877e-05,0.0994830131530761,0.0028423718043736,0.0078836204369469,0.0404138565063476,3.814697265625e-05,0.1099348068237304,0.0068709254264831,0.0107798372339652,0.0334079265594482,1.5974044799804688e-05,18,0,18,6,0,6,0,2,0,24,52,0,0,0,1452,692,20.33333333333333,20.705882352941178,21138,2497,1185.0,54.0,500.3962264150944,465.4949218304224,216685.522249911,0.4722222222222222,500.3962264150944,641.5,201.58823529411765,65535,64240,0.0021141309004563,0.0052562799602815,0.0232088565826416,1.0967254638671877e-05,0,0,0,0,0,1,0,0,0,0.0018402576446533,0.00512368709639,0.017204999923706,1.0967254638671877e-05,216685.522249911,314.0,1185.0,0.5923230761770009,0.9302526623058098,2.7628479020857625e-05,4.410743713378906e-05,3.910064697265625e-05,2.741488227536589,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
192.168.100.7,20.242.39.171,49787,443,TCP,t12d1909h2_d83cc789557e_8b3d0794f56f,,,,,116_128_329,121735_111_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-3-1-1-4_1131_8,,12,d,19,9,h2,d83cc789557e,8b3d0794f56f,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,116,128,329,121735,111,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-3-1-1-4,1131,8,0,0,n,n,0,0,0.7142457962036133,12,12,24,270.0,54.0,105.16666666666669,70.6928017709174,1185.0,54.0,297.8333333333333,404.8363523971412,6770.778387082561,33.60187785152635,0.031054165052331,0.0454383103397725,0.1217348575592041,3.814697265625e-05,0.7142457962036133,0.0649314360185103,0.0573459805489264,0.150292158126831,0.0002400875091552,0.5922811031341553,0.0538437366485595,0.0508883076244456,0.1196918487548828,3.814697265625e-05,5,0,5,6,0,6,2,2,1,11,23,0,0,0,492,492,21.0,21.0,602,2914,1185.0,54.0,201.5,306.14552639771387,93725.08333333331,1.0,201.5,105.16666666666669,297.8333333333333,64240,65535,0.031054165052331,0.0454383103397725,0.1217348575592041,3.814697265625e-05,0,0,0,0,0,1,0,1,0,0.091092824935913,0.0365473963833989,0.1217348575592041,0.0112819671630859,93725.08333333331,92.0,54.0,2.710658656534302,1.5193326372094982,0.0020646400465334,0.0003290176391601,3.814697265625e-05,0.99076798498735,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
172.67.196.225,192.168.100.7,443,49791,TCP,,,,,,9569_128_4885,6473_57_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-1-4-1-3_1131_13,,0,i,0,0,00,000000000000,000000000000,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,9569,128,4885,6473,57,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-1-4-1-3,1131,13,0,0,n,n,0,0,0.9805150032043456,11,12,23,1185.0,54.0,463.27272727272725,469.4133845767872,1185.0,54.0,251.66666666666663,337.6391894052321,8277.282829407734,23.45706075361975,0.0445688637820157,0.1874658559307644,0.9032580852508544,2.9087066650390625e-05,0.973712921142578,0.0973712921142578,0.2687420905305049,0.9032580852508544,2.9087066650390625e-05,0.9805150032043456,0.0891377275640314,0.263693625126074,0.9227969646453856,3.600120544433594e-05,6,0,6,5,0,5,0,2,0,11,22,0,0,0,452,504,21.09090909090909,22.0,4490,2348,1185.0,54.0,352.8695652173913,419.5661635492824,176035.76559546313,1.0909090909090908,352.8695652173913,463.27272727272725,251.66666666666663,65535,64240,0.0445688637820157,0.1874658559307644,0.9032580852508544,2.9087066650390625e-05,0,0,0,0,0,1,0,0,0,0.0002519607543945,0.0001095087860518,0.0003290176391601,4.38690185546875e-05,176035.76559546313,118.0,54.0,1.1844209897219886,1.1890120455438016,0.0351434471398541,0.0003274679183959,2.9087066650390625e-05,4.357911285070045,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
188.114.97.3,192.168.100.7,443,49800,TCP,,,,,,17657_128_1865,20493_57_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-1-4-1-3_1131_13,,0,i,0,0,00,000000000000,000000000000,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,17657,128,1865,20493,57,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-1-4-1-3,1131,13,0,0,n,n,0,0,0.0502140522003173,9,8,17,1185.0,54.0,496.22222222222223,510.30443588504176,1185.0,54.0,280.125,393.1833025129628,133568.1887063002,338.5506497699572,0.0031383782625198,0.0060908750538448,0.0204930305480957,2.47955322265625e-05,0.0295789241790771,0.0036973655223846,0.0061225591771402,0.0176570415496826,4.38690185546875e-05,0.0502140522003173,0.0071734360286167,0.0083036579658451,0.0207750797271728,2.47955322265625e-05,2,0,2,2,0,2,2,2,1,4,16,0,0,0,372,332,21.33333333333333,21.5,3968,1797,1185.0,54.0,394.52941176470586,471.43212569249897,222248.24913494813,0.8888888888888888,394.52941176470586,496.22222222222223,280.125,65535,64240,0.0031383782625198,0.0060908750538448,0.0204930305480957,2.47955322265625e-05,0,0,0,0,0,1,0,0,0,0.0002123514811197,5.7136398842240975e-05,0.0002820491790771,0.0001420974731445,222248.24913494813,66.0,54.0,0.9031937268959676,1.194922638552629,3.70987589215499e-05,0.0002064704895019,2.47955322265625e-05,1.9989026677570203,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
188.114.97.3,192.168.100.7,443,49801,TCP,t02i000000_e3b0c44298fc_000000000000,,,,,17517_128_1035,20186_57_0000,64240_2-1-3-1-1-4_1460_8,65535_2-1-1-4-1-3_1131_13,,2,i,0,0,00,e3b0c44298fc,000000000000,0,0,00,0000,000000000000,xx,0,n,n,0,0000,000000000000,000000000000,000000000000,17517,128,1035,20186,57,0,64240,2-1-3-1-1-4,1460,8,65535,2-1-1-4-1-3,1131,13,0,0,n,n,0,0,13.630002975463867,702,342,1044,1185.0,54.0,900.6310541310542,433.6578755802032,1185.0,54.0,84.23684210526316,89.1569320114831,48499.76930966169,76.5957279598077,0.0130680757195243,0.0663697600197108,0.6685221195220947,0.0,13.609660863876345,0.0194146374663,0.0811370918167497,0.7083511352539062,1.4781951904296877e-05,13.630002975463867,0.039970683212504,0.1171223331299933,0.6687920093536377,2.193450927734375e-05,228,0,228,54,0,54,0,2,0,282,1043,0,0,0,28092,16452,20.017094017094017,28.105263157894736,594323,7569,1185.0,54.0,633.1915708812261,525.2330021958032,275869.70659561665,0.4871794871794871,633.1915708812261,900.6310541310542,84.23684210526316,65535,64240,0.0130680757195243,0.0663697600197108,0.6685221195220947,0.0,0,0,0,0,0,1,0,1,0,0.0010739745838301,0.0062099301158728,0.0549209117889404,0.0,275869.70659561665,625.0,1185.0,0.0008889350406446,0.8295009383413385,0.004404945045074,5.984306335449219e-05,7.295608520507812e-05,6.035890314773583,1,Execution;Initial Access;Persistence;Privilege Escalation;Discovery,Query Registry;System Information Discovery;Phishing (1/4);Scheduled Task/Job (0/6),T1012;T1082;T1566.001;T1053,T1012 Query Registry;T1082 System Information Discovery;T1566.001 Phishing: Spearphishing Attachment;T1053 Scheduled Task/Job,4
